name,description,implementation_status,effect_level,version,rank
StationaryDistribution,Represents the stationary distribution of a stochastic process,✅,pure,9.0,2944
TransferFunctionExpand,,🚫,,8.0,2944
UnderscriptBoxOptions,,🚫,,4.0,2944
WebExecute,,🚫,,12.0,2944
AcyclicGraphQ,True if graph has no cycles,✅,1,8.0,2952
BandpassFilter,Apply a bandpass filter to data,✅,pure,9.0,2952
Colon,Inert operator displayed with ratio symbol,✅,pure,3.0,2952
GeoLength,Total geodesic length of a GeoPath,✅,pure,10.4,2952
HypercubeGraph,N-dimensional hypercube graph,✅,1,8.0,2952
MinDetect,Gives a 0/1 mask marking the regional minima of a numeric list or matrix,✅,pure,8.0,2952
PlanarGraph,Create a planar graph from edges,✅,pure,10.4,2952
StateSpaceTransform,,🚫,,8.0,2952
Bond,Represent a chemical bond,✅,pure,12.0,2960
Congruent,Inert operator displayed with identical-to symbol,✅,pure,3.0,2960
NorlundB,Nörlund generalized Bernoulli number NorlundB[n;a]; three-arg form NorlundB[n;a;x] gives the Nörlund polynomial B_n^(a)(x),✅,pure,6.0,2960
NumberSeparator,Option for the NumberForm family giving the strings between integer-side and fraction-side digit blocks,✅,pure,1.0,2960
ReplaceImageValue,,🚫,,9.0,2960
ShearingMatrix,Shearing transformation matrix by an angle along a direction projected normal to a vector,✅,pure,6.0,2960
Streams,List currently open streams,✅,io,2.0,2960
ConvexOptimization,,,,12.2,2971
CreateCloudExpression,,🚫,,10.4,2971
GraphCenter,Vertices with minimum eccentricity,✅,1,8.0,2971
LeapYearQ,Tests if a year is a leap year,✅,pure,9.0,2971
PrimeZetaP,Prime zeta function,✅,pure,7.0,2971
Prism,Triangular prism region primitive with volume centroid and surface area,✅,pure,10.0,2971
RandomPolyhedron,,,,12.0,2971
TextSearch,,🚫,,10.2,2971
TextTranslation,,🚫,,11.1,2971
VertexComponent,Vertices that can reach the given vertices (BFS order),✅,pure,8.0,2971
CapsuleShape,Filled capsule region between two points consumed by Volume/SurfaceArea/RegionCentroid,✅,pure,10.2,2978
FindIndependentVertexSet,Maximum independent vertex set (lexicographic by vertex order),✅,pure,8.0,2978
HighpassFilter,Apply a highpass filter to data,✅,pure,9.0,2978
KeyMemberQ,True if key exists in association,✅,1,10.3,2978
KroneckerSymbol,Generalized Jacobi (Kronecker) symbol (Listable),✅,pure,6.0,2978
SliceDistribution,Time-slice distribution of a random process,✅,pure,9.0,2978
TraceOriginal,,,,2.0,2978
DirichletCharacter,j-th Dirichlet character modulo k at n (Wolfram indexing),✅,pure,7.0,2986
FindMinimumCostFlow,Minimum cost of a maximum flow over a cost matrix,✅,pure,9.0,2986
Forward,,,,6.0,2986
PermutationOrder,Order of a permutation - the lcm of its cycle lengths,✅,pure,8.0,2986
RiceDistribution,Rice distribution (Bessel PDF and MarcumQ CDF and factored moments),✅,pure,8.0,2986
SymletWavelet,Least-asymmetric orthogonal Symlet wavelet family of order n,✅,pure,8.0,2986
TargetDevice,,🚫,,11.0,2986
VerifySolutions,Option for Solve to verify solutions,✅,pure,1.0,2986
BlockchainBase,,🚫,,11.3,2993
Midpoint,Compute the midpoint of two points or a line segment,✅,pure,12.0,2993
ParagraphSpacing,,,,3.0,2993
PatternFilling,,,,12.1,2993
RightTee,Right tee operator displayed with ⊢ symbol,✅,pure,3.0,2993
TensorSymmetry,Symmetry classification of a rank-2 tensor,✅,pure,9.0,2993
URLDownload,,🚫,,11.0,2993
OpacityFunction,,🚫,,10.2,2999
Radon,,,,8.0,2999
RemoveDiacritics,Removes diacritical marks from a string,✅,pure,10.1,2999
TimeZoneConvert,Convert a DateObject between named IANA zones or numeric offsets (DST-aware),✅,pure,10.0,2999
TransitiveClosureGraph,Graph with edges for every reachable vertex pair,✅,pure,10.0,2999
Video,,🚫,,12.1,2999
Booleans,Domain of booleans,✅,1,4.0,3008
ClosenessCentrality,Closeness centrality of graph vertices,✅,1,8.0,3008
CreateDataStructure,,,,12.1,3008
DivideSides,Divide both sides of an equation by an expression; a symbolic divisor is guarded by c != 0 via Piecewise; one-arg form divides by the rhs giving lhs/rhs==1; an equation second argument pairs the sides,✅,none,11.3,3008
ImageAspectRatio,Ratio of image height to width as an exact rational,✅,pure,8.0,3008
PascalDistribution,Pascal distribution (number of trials until n successes),✅,pure,8.0,3008
QFactorial,Compute the q-analog of the factorial,✅,pure,7.0,3008
RegionBinarize,,🚫,,8.0,3008
TensorDimensions,Returns the dimensions of a tensor (alias for Dimensions),✅,pure,9.0,3008
Cap,Inert operator displayed with frown symbol,✅,pure,3.0,3020
CommonestFilter,Replace elements by the commonest value in their neighborhood,✅,pure,7.0,3020
ComplexStreamPlot,,🚫,,12.1,3020
DagumDistribution,Dagum distribution for income and wealth modeling,✅,pure,8.0,3020
DiskSegment,Circular or elliptical disk segment region consumed by Area/Perimeter/RegionCentroid,✅,pure,10.2,3020
FailureDistribution,Failure distribution of a system defined by a Boolean structure over component lifetimes,✅,none,9.0,3020
FirstPassageTimeDistribution,First passage or return time distribution of a Markov process,✅,none,9.0,3020
FisherRatioTest,One-sample variance ratio test (chi-square two-sided p-value),✅,pure,8.0,3020
HammingWindow,Hamming window 25/46 + (21/46) Cos[2 Pi x] on [-1/2 1/2] (exact for exact input),✅,pure,9.0,3020
NetReplacePart,,🚫,,11.0,3020
TotalVariationFilter,Total-variation denoising of 1D/2D data or Audio objects,✅,pure,8.0,3020
UniformSumDistribution,Irwin-Hall sum of n uniform variables (PDF and CDF and moments),✅,pure,8.0,3020
AbsoluteFileName,,✅,,7.0,3031
AudioTrim,Trim audio to an interval or trim leading/trailing silence,✅,pure,11.0,3031
BitSet,Set a bit in an integer,✅,pure,6.0,3031
DeBruijnGraph,Generate a De Bruijn graph with m symbols and n dimensions,✅,pure,8.0,3031
MeshCellHighlight,,🚫,,10.2,3031
MeshCellIndex,,🚫,,10.0,3031
MomentOfInertia,Moment of inertia matrix or axis moment of a region,✅,pure,10.4,3031
NetMeasurements,,🚫,,12.0,3031
URLEncode,Percent-encode a string for use in URLs,✅,pure,10.0,3031
WaveletImagePlot,Pyramid image plot of 2D wavelet coefficients,✅,graphics,8.0,3031
Xnor,Logical XNOR (true when even number of args are true),✅,pure,7.0,3031
AbsoluteCorrelationFunction,Non-centered autocorrelation estimate of data at given lags,✅,pure,9.0,3048
BetaBinomialDistribution,Beta-binomial compound distribution (exact PMF and moments),✅,pure,6.0,3048
BitLength,Returns the number of bits needed to represent an integer,✅,pure,6.0,3048
EllipticExp,Inverse of EllipticLog on the curve y^2 = x^3 + a x^2 + b x (numerical),✅,pure,1.0,3048
EvaluationBox,,,,10.0,3048
ExponentialPowerDistribution,Generalized normal (exponential power) distribution,✅,pure,8.0,3048
FourierDST,Discrete sine transform of a real list (DST types 1-4; default type 2),✅,pure,6.0,3048
JulianDate,Julian date of a date list or the current instant,✅,impure,10.2,3048
ListSliceDensityPlot3D,,🚫,,10.2,3048
LongestCommonSubsequence,Returns the longest contiguous subsequence common to two strings or lists,✅,pure,7.0,3048
NotebookDynamicExpression,,🚫,,8.0,3048
RangeFilter,,🚫,,8.0,3048
SectorChart3D,,🚫,,7.0,3048
SlideView,Slide view control (stays symbolic in script mode),✅,unevaluated,6.0,3048
SpanMaxSize,,,,3.0,3048
TestReport,,,,10.0,3048
BetaPrimeDistribution,Beta prime distribution with optional power and scale parameters,✅,pure,8.0,3059
ChromaticityPlot3D,,🚫,,10.0,3059
DefaultOptions,,,,6.0,3059
DirichletEta,Dirichlet eta function,✅,pure,10.0,3059
EndOfBuffer,,,,10.0,3059
FacialFeatures,,🚫,,11.3,3059
LessThan,Operator form of Less,✅,none,10.3,3059
MissingDataMethod,,,,9.0,3059
NoncentralChiSquareDistribution,Noncentral chi-square distribution (moments and parity-cased PDF),✅,pure,6.0,3059
StationaryWaveletPacketTransform,Undecimated full-tree wavelet packet transform,✅,pure,8.0,3059
ZTest,One-sample z-test p-value (known or estimated variance),✅,pure,8.0,3059
BioSequence,,🚫,,12.2,3070
CorrelationDistance,1 minus Pearson correlation between vectors,✅,none,6.0,3070
FoldWhileList,Fold while a test holds returning every intermediate result,✅,pure,12.2,3070
GeoHistogram,Geographic density histogram shading hexagonal or rectangular or triangular map tiles by count,✅,pure,11.0,3070
LaplacianFilter,,🚫,,7.0,3070
Links,,🚫,,3.0,3070
Postfix,Symbol for postfix display formatting,✅,pure,1.0,3070
SeriesTermGoal,,,,12.1,3070
ShowGroupOpener,,🚫,,6.0,3070
SphericalShell,Filled spherical shell region between two radii consumed by Volume/SurfaceArea/RegionCentroid,✅,pure,10.2,3070
UpArrow,,,,3.0,3070
AudioSampleRate,Sample rate of an audio object as a Quantity in Hertz,✅,pure,11.0,3083
Canvas,,🚫,,12.2,3083
CurrentDate,,,,11.1,3083
FieldHintStyle,,,,8.0,3083
GeoLocation,,🚫,,10.0,3083
GeologicalPeriodData,,🚫,,10.0,3083
ImageAlign,,🚫,,8.0,3083
MoleculePlot,Draws the 2-D skeletal structure diagram of a molecule as a Graphics object,✅,pure,12.0,3083
SchurDecomposition,Real Schur decomposition {q; t} of a machine-precision square matrix with m == q . t . Transpose[q]; q is orthogonal and t quasi-upper-triangular (a 2x2 block per complex pair),✅,pure,2.0,3083
SpherePoints,,,,11.1,3083
ToSphericalCoordinates,Converts Cartesian coordinates to spherical,✅,None,10.1,3083
VectorColorFunctionScaling,,,,7.0,3083
ViewRange,,🚫,,6.0,3083
ComplexVectorPlot,,🚫,,12.1,3094
Duration,Duration of an audio sound or time series object as a Quantity,✅,pure,11.0,3094
EdgeCapacity,,,,9.0,3094
EdgeQ,True if edge exists in graph,✅,1,8.0,3094
EvaluatePacket,,🚫,,3.0,3094
FindEquationalProof,,,,11.3,3094
IndexGraph,Replace graph vertices with integer indices,✅,pure,8.0,3094
MenuView,Menu view control (stays symbolic in script mode),✅,unevaluated,6.0,3094
MinStableDistribution,Min-stable (GEV-min) distribution with shape-cased forms,✅,pure,8.0,3094
NHoldAll,Attribute preventing N from numericizing any argument,✅,pure,3.0,3094
Vee,Symbolic vee (logical or / join) operator with Unicode display,✅,pure,3.0,3094
BinarySerialize,Serializes an expression to WXF binary bytes as a ByteArray,✅,pure,11.1,3108
DatePattern,String pattern matching date elements with separators,✅,pure,6.0,3108
GeoVariant,,🚫,,10.0,3108
KCoreComponents,Connected components of the k-core as vertex lists,✅,pure,8.0,3108
MaxStableDistribution,Max-stable (GEV) distribution with shape-cased forms,✅,pure,8.0,3108
PacletFind,,🚫,,12.1,3108
PlayRange,,🚫,,2.0,3108
PreviousCell,,🚫,,10.0,3108
RadialAxisPlot,,🚫,,12.2,3108
SatisfiabilityInstances,Instance ordering and free-variable fill follow WL-internal BDD structure (not reproducible black-box),🚫,pure,7.0,3108
StandbyDistribution,Lifetime distribution of a cold standby system of components,✅,none,9.0,3108
SummationLayer,,🚫,,11.0,3108
Typed,,,,12.0,3108
AlphaChannel,,🚫,,8.0,3121
AutoDelete,,,,3.0,3121
CellProlog,,🚫,,6.0,3121
ConnectedGraphComponents,Return connected components as subgraphs,✅,pure,10.4,3121
CurvatureFlowFilter,,🚫,,8.0,3121
CyclicGroup,Symbolic cyclic group of order n; consumed by GroupOrder/GroupGenerators/GroupElements/CycleIndexPolynomial,✅,unevaluated,8.0,3121
DimensionReduce,,🚫,,10.1,3121
Dithering,,🚫,,8.0,3121
DynamicModuleBox,,🚫,,6.0,3121
FARIMAProcess,,🚫,,9.0,3121
ImageLevels,,🚫,,8.0,3121
InverseFourierSinTransform,Inverse Fourier sine transform (the sine transform is an involution),✅,pure,4.0,3121
LocalTime,,,,10.0,3121
CycleIndexPolynomial,Cycle index polynomial of a permutation group in given variables,✅,pure,9.0,3124
Dodecahedron,Regular dodecahedron primitive consumed by Volume/SurfaceArea/RegionMeasure/RegionCentroid,✅,unevaluated,12.0,3124
EulerianGraphQ,Test whether a graph has an Eulerian circuit,✅,pure,8.0,3124
CellEventActions,,🚫,,6.0,3134
CharacterCounts,Returns an association of character frequencies in a string (or each string of a list); two-arg form counts character n-grams,✅,pure,10.1,3134
DayMatchQ,Tests whether a date matches a day-of-week specification,✅,pure,9.0,3134
ExponentialFamily,,,,7.0,3134
FileHash,Hash of a file's bytes with the algorithms and output formats Hash takes — MD5 as an integer by default,✅,io,6.0,3134
HararyGraph,Minimal k-connected Harary graph on n vertices,✅,pure,8.0,3134
InitializationCell,,🚫,,3.0,3134
NegativeDefiniteMatrixQ,Test whether a matrix is negative definite,✅,none,10.0,3134
RegionDisjoint,Tests whether geometric regions are pairwise disjoint,✅,pure,11.1,3134
AnatomyPlot3D,,🚫,,11.0,3143
Dendrogram,Constructs a dendrogram from the hierarchical clustering of data,✅,pure,10.4,3143
FactorSquareFree,Square-free factorization of a polynomial,✅,pure,1.0,3143
GeoGridLinesStyle,,🚫,,10.0,3143
GradientOrientationFilter,,,,9.0,3143
InsertResults,,,,8.0,3143
InsertionFunction,,,,10.0,3143
Polyhedron,,🚫,,12.0,3143
ClusterClassify,,🚫,,10.4,3153
DirichletConvolve,Dirichlet convolution of two arithmetic expressions (divisor-sum expansion plus symbolic identities),✅,pure,7.0,3153
InString,,,,2.0,3153
LanguageCategory,,🚫,,4.0,3153
LibraryFunction,,,,8.0,3153
MandelbrotSetMemberQ,Tests whether a complex number is in the Mandelbrot set (exact cardioid/bulb tests plus escape iteration with MaxIterations option),✅,pure,10.0,3153
MeshConnectivityGraph,,🚫,,12.1,3153
MinFilter,Replace each element by the minimum of its radius-r neighborhood (1D/2D lists and images),✅,pure,7.0,3153
Prefix,Prefix output form symbol,✅,pure,1.0,3153
ContinuousMarkovProcess,,🚫,,9.0,3162
DeconvolutionLayer,,🚫,,11.0,3162
ExtentMarkers,,,,8.0,3162
FindList,Lines in files containing any of the given literal substrings,✅,filesystem,2.0,3162
GeoBounds,Latitude and longitude bounds of geo positions,✅,pure,10.0,3162
LinkReadyQ,,🚫,,3.0,3162
MoonPosition,Azimuth/altitude of the Moon for a location and time (truncated ELP-2000 ephemeris),✅,contextual,10.0,3162
StartExternalSession,,🚫,,11.2,3162
CumulantGeneratingFunction,Cumulant-generating function Log[E[e^(tX)]] of a probability distribution,✅,pure,8.0,3176
DimensionReduction,,🚫,,10.1,3176
FactorialMomentGeneratingFunction,Expected value E[t^X] of a distribution (MGF at Log t),✅,pure,8.0,3176
HadamardMatrix,Hadamard matrix of size n,✅,none,9.0,3176
KeyIntersection,Restricts each association to the keys common to all,✅,pure,10.0,3176
LeftRightArrow,,,,3.0,3176
MellinTransform,Table-driven Mellin transform for classical integrands with shift and substitution rules,✅,pure,11.0,3176
MeshCellCentroid,,🚫,,10.0,3176
PermutationLength,Number of non-fixed points in a permutation,✅,1,8.0,3176
Printout3D,,🚫,,11.0,3176
UnixTime,Returns the current Unix timestamp (seconds since 1970-01-01),✅,effectful,10.1,3176
WaveletMatrixPlot,Pyramid matrix plot of 2D wavelet coefficients,✅,graphics,8.0,3176
WishartMatrixDistribution,Matrix distribution of scatter matrices with given covariance and degrees of freedom,✅,none,10.3,3176
AllowedHeads,Option saying which heads a structural operation may descend through — All allows any non-atomic head,✅,pure,12.0,3191
BilateralFilter,,🚫,,8.0,3191
DirectedGraphQ,Test whether a graph is a directed graph,✅,pure,8.0,3191
DocumentGenerator,,🚫,,10.0,3191
GraphIntersection,Compute the intersection of graphs,✅,pure,8.0,3191
IconData,,🚫,,10.0,3191
Latitude,extract latitude from a geo position,✅,none,7.0,3191
MaxwellDistribution,Maxwell-Boltzmann distribution (radical-canonical PDF and Erf CDF),✅,pure,6.0,3191
PERTDistribution,PERT project-management distribution on an interval with a mode (modified Beta),✅,pure,8.0,3191
PageHeaders,,🚫,,4.0,3191
PointValuePlot,,🚫,,12.2,3191
RamanujanTauL,L-function of the Ramanujan tau weight-12 cusp form,✅,pure,6.0,3191
TuranGraph,Generate a Turán graph with n vertices and k partitions,✅,pure,8.0,3191
VertexAdd,Add vertices to a graph,✅,pure,8.0,3191
Boxes,,🚫,,6.0,3200
CalendarType,,,,9.0,3200
EntityPropertyClass,,🚫,,10.0,3200
FoldWhile,Folds while a test holds returning the first failing value,✅,pure,12.2,3200
MouseAnnotation,,🚫,,6.0,3200
RectangleChart3D,,🚫,,7.0,3200
RegionMoment,Polynomial moment integral of coordinates over a region,✅,pure,10.4,3200
StringPadRight,Pads a string on the right to a specified length; a bare list of strings is padded to the longest,✅,pure,10.1,3200
CellLabelAutoDelete,,🚫,,3.0,3215
CloudDirectory,,🚫,,10.0,3215
ConnectedMeshComponents,,🚫,,10.0,3215
EigenvectorCentrality,Eigenvector centrality of graph vertices from the principal adjacency eigenvector,✅,pure,8.0,3215
GreaterEqualThan,Operator form of GreaterEqual,✅,none,10.3,3215
HalfSpace,Unbounded half-space region consumed by RegionMember/RegionDistance/RegionDimension,✅,pure,10.2,3215
